post_catalog_id,post_tif,pre_catalog_id,pre_tif,min_xy,max_xy,x_coord,y_coord,label
105001000B95E200,3002320.tif,105001000B95E200,3002320.tif,"(-95.2734375, 29.35546875)","(-95.185546875, 29.443359375)",-95.255281,29.427803,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.323026,29.59407,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.337276,29.591978,Flooded / Damaged Building
105001000B95E200,3002323.tif,105001000B95E200,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)",-95.128834,29.504843,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.286808,29.608081,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.302407,29.60762,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.28346,29.61011,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.298883,29.599765,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.28257,29.614336,Flooded / Blocked Road
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.240167,29.562847,Flooded / Blocked Road
105001000B95E200,3002323.tif,105001000B95E200,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)",-95.166092,29.512712,Flooded / Damaged Building
105001000B95E200,3002233.tif,105001000B95E200,3002233.tif,"(-95.361328125, 29.443359375)","(-95.2734375, 29.53125)",-95.310057,29.454873,Flooded / Damaged Building
105001000B95E200,3002323.tif,105001000B95E200,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)",-95.117969,29.471135,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.266364,29.599656,Flooded / Blocked Road
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.266412,29.602165,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.28596,29.606032,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.288615,29.608615,Flooded / Blocked Road
105001000B95E200,3002231.tif,105001000B95E200,3002231.tif,"(-95.361328125, 29.35546875)","(-95.2734375, 29.443359375)",-95.335023,29.395403,Flooded / Damaged Building
105001000B95E200,3002231.tif,105001000B95E200,3002231.tif,"(-95.361328125, 29.35546875)","(-95.2734375, 29.443359375)",-95.333097,29.390804,Flooded / Damaged Building
105001000B95E200,3002323.tif,105001000B95E200,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)",-95.118081,29.470053,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.286668,29.601202,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.234912,29.557203,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.283865,29.611129,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.2835,29.6105,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.283506,29.61036,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.285603,29.611684,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.284606,29.611386,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.2846,29.610654,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.28312,29.610649,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.283935,29.610253,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.283946,29.610654,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.283632,29.610374,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.28338,29.610374,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.283613,29.610756,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.284388,29.610752,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.28401,29.610903,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.28368,29.610912,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.283519,29.610896,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.28335,29.610905,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.283262,29.611136,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.283704,29.611139,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.284053,29.611281,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.277691,29.610395,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.280893,29.611705,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.301812,29.594026,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.273732,29.610898,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.301249,29.593708,Flooded / Damaged Building
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.272364,29.609233,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.275411,29.606272,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.282055,29.594982,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.281529,29.594884,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.282136,29.606631,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.2775,29.594002,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.286588,29.60866,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.273709,29.609956,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.274626,29.609947,Flooded / Blocked Road
105001000B95E200,3020100.tif,105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)",-95.269637,29.606169,Flooded / Blocked Road
105001000B95E200,3002320.tif,105001000B95E200,3002320.tif,"(-95.2734375, 29.35546875)","(-95.185546875, 29.443359375)",-95.268638,29.434533,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.274712,29.605945,Flooded / Blocked Road
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.28942,29.608235,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.289063,29.608228,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.289369,29.608471,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.28886,29.608522,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.289222,29.60869,Flooded / Damaged Building
105001000B95E200,3020011.tif,105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)",-95.289447,29.608681,Flooded / Damaged Building
